"MEG_ID"	"Broadclass"	"Class"	"Mechanism"	"Gene"
"20"	"MEG_3241"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRB|RequiresSNPConfirmation"
"21"	"MEG_3721"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"
"22"	"MEG_6821"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"23"	"MEG_6511"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"SIM"
"24"	"MEG_7710"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"25"	"MEG_732"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"AMRB"
"26"	"MEG_4732"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"27"	"MEG_6457"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"28"	"MEG_1056"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"
"29"	"MEG_5702"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"30"	"MEG_1136"	"Drugs"	"Rifampin"	"Rifampin_ADP-ribosyltransferase_Arr"	"ARR"
"31"	"MEG_5297"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"32"	"MEG_3878"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERP"
"33"	"MEG_942"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"34"	"MEG_6866"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"35"	"MEG_5743"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"36"	"MEG_521"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"37"	"MEG_4877"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"38"	"MEG_4715"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"39"	"MEG_5228"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"40"	"MEG_6941"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"41"	"MEG_545"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"42"	"MEG_313"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"43"	"MEG_6812"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"44"	"MEG_5154"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"45"	"MEG_4847"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"46"	"MEG_4669"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"47"	"MEG_6000"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"48"	"MEG_1827"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"49"	"MEG_2417"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"50"	"MEG_2214"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"51"	"MEG_737"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT2-DPRIME"
"52"	"MEG_7630"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATE"
"53"	"MEG_4849"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"54"	"MEG_4011"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODC"
"55"	"MEG_4628"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"56"	"MEG_70"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC3-PRIME"
"57"	"MEG_5301"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"58"	"MEG_2704"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"EFMA"
"59"	"MEG_541"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"60"	"MEG_6566"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"SRT"
"61"	"MEG_2444"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"CUID"
"62"	"MEG_1872"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"63"	"MEG_5691"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"64"	"MEG_9"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"A16S|RequiresSNPConfirmation"
"65"	"MEG_225"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"66"	"MEG_2601"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"
"67"	"MEG_1206"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"BCII"
"68"	"MEG_5066"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"69"	"MEG_1354"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"70"	"MEG_1362"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"71"	"MEG_2318"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"72"	"MEG_3760"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MATE_efflux_pumps"	"MDTK"
"73"	"MEG_753"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT2-DPRIME"
"74"	"MEG_1539"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"
"75"	"MEG_1853"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"76"	"MEG_2284"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"77"	"MEG_161"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"78"	"MEG_1610"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATB|RequiresSNPConfirmation"
"79"	"MEG_5655"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"80"	"MEG_2045"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPC"
"81"	"MEG_938"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"82"	"MEG_2837"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMH"
"83"	"MEG_6034"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRVC"
"84"	"MEG_5963"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"85"	"MEG_1567"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"86"	"MEG_7446"	"Drugs"	"Glycopeptides"	"VanN-type_resistance_protein"	"VANN"
"87"	"MEG_3440"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"IRLS"
"88"	"MEG_3573"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LEN"
"89"	"MEG_5875"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRA"
"90"	"MEG_3250"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA|RequiresSNPConfirmation"
"91"	"MEG_554"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"92"	"MEG_3139"	"Drugs"	"MLS"	"Macrolide_glycosyltransferases"	"GIMA"
"93"	"MEG_7024"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"
"94"	"MEG_511"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"95"	"MEG_7228"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"
"96"	"MEG_3753"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"MDTG"
"97"	"MEG_6583"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULI"
"98"	"MEG_6054"	"Drugs"	"Rifampin"	"Rifampin_glycosyltransferase"	"RGT"
"99"	"MEG_1803"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"100"	"MEG_460"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"101"	"MEG_3175"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_mutant"	"GSHF|RequiresSNPConfirmation"
"102"	"MEG_3674"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"
"103"	"MEG_4572"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"104"	"MEG_2962"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"105"	"MEG_5778"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"PGPA"
"106"	"MEG_1587"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"107"	"MEG_7668"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"VEXA"
"108"	"MEG_5415"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_resistance_regulator"	"PCM"
"109"	"MEG_6934"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"110"	"MEG_4665"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"111"	"MEG_644"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"112"	"MEG_7624"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATD"
"113"	"MEG_2420"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"114"	"MEG_3179"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"115"	"MEG_4981"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"116"	"MEG_2531"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"117"	"MEG_1626"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATB|RequiresSNPConfirmation"
"118"	"MEG_3327"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"119"	"MEG_7575"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANXYC"
"120"	"MEG_4870"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"121"	"MEG_6226"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"122"	"MEG_2560"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"
"123"	"MEG_7333"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VAN|RequiresSNPConfirmation"
"124"	"MEG_5676"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"125"	"MEG_2725"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"EMRB"
"126"	"MEG_674"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"127"	"MEG_844"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"128"	"MEG_1385"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"129"	"MEG_5588"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"130"	"MEG_3201"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"131"	"MEG_1276"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"BLAEC"
"132"	"MEG_4144"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"NDM"
"133"	"MEG_6256"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"134"	"MEG_996"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT6"
"135"	"MEG_754"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT2-DPRIME"
"136"	"MEG_1327"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"137"	"MEG_3126"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"GES"
"138"	"MEG_2025"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"
"139"	"MEG_5503"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"140"	"MEG_1879"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"141"	"MEG_7562"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANXB"
"142"	"MEG_1580"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"143"	"MEG_7537"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	"VANWA"
"144"	"MEG_3159"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"GOB"
"145"	"MEG_351"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"146"	"MEG_2981"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"FONA"
"147"	"MEG_7342"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"
"148"	"MEG_730"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"AMPH"
"149"	"MEG_7576"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANXYC"
"150"	"MEG_5191"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"151"	"MEG_3535"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LAP"
"152"	"MEG_3540"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LEN"
"153"	"MEG_4731"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"154"	"MEG_3256"	"Biocides"	"Acid_resistance"	"Acid_resistance_protein"	"HEFA"
"155"	"MEG_5573"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"156"	"MEG_3056"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"FRI"
"157"	"MEG_3390"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"158"	"MEG_7232"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"
"159"	"MEG_7018"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"
"160"	"MEG_5007"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"161"	"MEG_660"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"162"	"MEG_5549"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"163"	"MEG_5574"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"164"	"MEG_6495"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"165"	"MEG_2125"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CRDB"
"166"	"MEG_5328"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"167"	"MEG_1870"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"168"	"MEG_5641"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"169"	"MEG_1579"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"170"	"MEG_7720"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"171"	"MEG_5282"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"172"	"MEG_5153"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"173"	"MEG_7698"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"174"	"MEG_847"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"175"	"MEG_4609"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"176"	"MEG_6315"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"177"	"MEG_3409"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IND"
"178"	"MEG_6526"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SME"
"179"	"MEG_2575"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRD"
"180"	"MEG_1120"	"Drugs"	"Aminoglycosides"	"16S_rRNA_methyltransferases"	"ARMA"
"181"	"MEG_3739"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"MDFA"
"182"	"MEG_5422"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOD"
"183"	"MEG_5130"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"184"	"MEG_2498"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"185"	"MEG_1398"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"186"	"MEG_7692"	"Drugs"	"MLS"	"Streptogramin_B_ester_bond_cleavage"	"VGBA"
"187"	"MEG_6307"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"188"	"MEG_4952"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"189"	"MEG_2385"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"190"	"MEG_2250"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"191"	"MEG_7305"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB|RequiresSNPConfirmation"
"192"	"MEG_3567"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LEN"
"193"	"MEG_2401"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"194"	"MEG_3249"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA|RequiresSNPConfirmation"
"195"	"MEG_5284"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"196"	"MEG_4172"	"Metals"	"Nickel_resistance"	"Nickel_ABC_efflux_pumps"	"NIKD"
"197"	"MEG_7045"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"
"198"	"MEG_7097"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETL"
"199"	"MEG_2351"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"200"	"MEG_7435"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VANHD"
"201"	"MEG_4707"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"202"	"MEG_1902"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"203"	"MEG_5639"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"204"	"MEG_5234"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"205"	"MEG_2674"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"
"206"	"MEG_7507"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANSD"
"207"	"MEG_5319"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"208"	"MEG_6078"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ROB"
"209"	"MEG_3575"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LEN"
"210"	"MEG_7369"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"
"211"	"MEG_4215"	"Drugs"	"Aminoglycosides"	"16S_rRNA_methyltransferases"	"NPMA"
"212"	"MEG_5002"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"213"	"MEG_5397"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone_ABC_efflux_pump"	"PATA"
"214"	"MEG_5245"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"215"	"MEG_1885"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"216"	"MEG_4929"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"217"	"MEG_325"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"218"	"MEG_210"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"219"	"MEG_1757"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"CMLA"
"220"	"MEG_5218"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"221"	"MEG_3068"	"Drugs"	"Fusidic_acid"	"Ribosomal_zinc-binding_protein"	"FUSC"
"222"	"MEG_3989"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S|RequiresSNPConfirmation"
"223"	"MEG_857"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"224"	"MEG_5564"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"225"	"MEG_2499"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"226"	"MEG_4913"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"227"	"MEG_3452"	"Metals"	"Tellurium_resistance"	"Tellurium_resistance_protein"	"KLAB"
"228"	"MEG_2009"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CNRB"
"229"	"MEG_1999"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"230"	"MEG_7108"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETM"
"231"	"MEG_1408"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"232"	"MEG_583"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"233"	"MEG_2796"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"
"234"	"MEG_6878"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"235"	"MEG_839"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"236"	"MEG_3702"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"
"237"	"MEG_3808"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFA"
"238"	"MEG_1967"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"239"	"MEG_3740"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	"MDR23S|RequiresSNPConfirmation"
"240"	"MEG_4343"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"241"	"MEG_4098"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"MUS"
"242"	"MEG_4194"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	"NIMJ"
"243"	"MEG_1057"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"
"244"	"MEG_2464"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZCB"
"245"	"MEG_1984"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"246"	"MEG_4618"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"247"	"MEG_2384"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"248"	"MEG_6964"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	"TET16S|RequiresSNPConfirmation"
"249"	"MEG_708"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"AER"
"250"	"MEG_2070"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"COPR"
"251"	"MEG_6931"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"252"	"MEG_5512"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"253"	"MEG_2423"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"254"	"MEG_2589"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"
"255"	"MEG_4492"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"256"	"MEG_4676"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"257"	"MEG_7004"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET51"
"258"	"MEG_464"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"259"	"MEG_4221"	"Metals"	"Nickel_resistance"	"Nickel_resistance_regulator"	"NRSS"
"260"	"MEG_1450"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"261"	"MEG_1462"	"Drugs"	"Glycopeptides"	"Bleomycin_resistance_protein"	"BLM"
"262"	"MEG_2248"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"263"	"MEG_4118"	"Metals"	"Multi-metal_resistance"	"Multi-metal_MFS_efflux_pumps"	"NCRA"
